iter	thresholded?	epoch	train_loss	train_acc	val_loss	val_acc
0	0	1	1.0015099048614502	0.8911564350128174	1.1825673580169678	0.9205648899078369
0	0	2	0.1866777092218399	0.9486016631126404	2.2361702919006348	0.9205648899078369
0	0	3	0.16151489317417145	0.954270601272583	1.4769178628921509	0.9205648899078369
0	0	4	0.1588822454214096	0.9554044008255005	1.1738914251327515	0.9223300814628601
0	0	5	0.14755192399024963	0.9531368017196655	0.519062876701355	0.9267431497573853
0	0	6	0.1122320368885994	0.9656084775924683	0.6346414089202881	0.9390997290611267
0	0	7	0.10387105494737625	0.9693877696990967	0.49101629853248596	0.9408649802207947
0	0	8	0.08251114934682846	0.975812554359436	0.3955037295818329	0.9541041254997253
0	0	9	0.05864168703556061	0.9807256460189819	0.18312868475914001	0.9629302620887756
0	0	10	0.06884996592998505	0.978458046913147	0.5699589848518372	0.9338040351867676
0	0	11	0.07010017335414886	0.9799697399139404	0.3904188573360443	0.9541041254997253
0	0	12	0.05434567108750343	0.9814814925193787	0.2969478964805603	0.9646955132484436
0	0	13	0.05917087197303772	0.9822373390197754	0.28168103098869324	0.9673433303833008
0	0	14	0.05533728003501892	0.9841269850730896	0.2953530550003052	0.9620476365089417
1	0	1	0.933354377746582	0.8934240341186523	0.8122695684432983	0.9205648899078369
1	0	2	0.27459731698036194	0.9285714030265808	2.837958335876465	0.9205648899078369
1	0	3	0.2532219886779785	0.9259259104728699	1.6095050573349	0.9214474558830261
1	0	4	0.18241307139396667	0.9508692622184753	0.8020539283752441	0.9249779582023621
1	0	5	0.1570797562599182	0.9572940468788147	0.5048904418945312	0.9320388436317444
1	0	6	0.14193156361579895	0.963718831539154	0.5090895891189575	0.9364519119262695
1	0	7	0.1527792364358902	0.9606953859329224	0.22568678855895996	0.9558693766593933
1	0	8	0.12376227229833603	0.9678760170936584	0.18518951535224915	0.9611650705337524
1	0	9	0.10140027105808258	0.9720332622528076	0.44697853922843933	0.946160614490509
1	0	10	0.1044546440243721	0.9708994626998901	0.23134222626686096	0.9602824449539185
1	0	11	0.10969530791044235	0.976190447807312	0.17441318929195404	0.9576346278190613
1	0	12	0.08486969769001007	0.9769463539123535	0.21193662285804749	0.9602824449539185
1	0	13	0.07346363365650177	0.9826152920722961	0.18081125617027283	0.969991147518158
1	0	14	0.0683339387178421	0.9792138934135437	0.2926780879497528	0.9611650705337524
2	0	1	0.9249619841575623	0.8907785415649414	11.498466491699219	0.07943512499332428
2	0	2	0.26286059617996216	0.9319728016853333	2.3872616291046143	0.9205648899078369
2	0	3	0.22358348965644836	0.9452003240585327	3.245896100997925	0.275375097990036
2	0	4	0.16720405220985413	0.9527589082717896	1.0940048694610596	0.9223300814628601
2	0	5	0.1385900378227234	0.9576719403266907	0.5737901329994202	0.9293910264968872
2	0	6	0.09817839413881302	0.9667422771453857	0.5825114250183105	0.9373345375061035
2	0	7	0.09566934406757355	0.9735449552536011	0.47284963726997375	0.9390997290611267
2	0	8	0.06756240874528885	0.976190447807312	0.18701137602329254	0.9611650705337524
2	0	9	0.05846298858523369	0.9780800938606262	0.15519216656684875	0.9673433303833008
2	0	10	0.057851582765579224	0.9829931855201721	0.3075958788394928	0.9629302620887756
2	0	11	0.05957045778632164	0.9837490320205688	0.18405885994434357	0.9708737730979919
2	0	12	0.04064681753516197	0.9848828315734863	0.2590915560722351	0.9708737730979919
2	0	13	0.04518428072333336	0.9863945841789246	0.24877476692199707	0.9708737730979919
2	0	14	0.06420596688985825	0.9811035394668579	0.20396283268928528	0.969991147518158
2	0	15	0.03181008622050285	0.9897959232330322	0.1935378760099411	0.9682259559631348
2	0	16	0.05416836589574814	0.9818593859672546	0.17658165097236633	0.9682259559631348
2	0	17	0.07514949887990952	0.975812554359436	0.224130317568779	0.9735216498374939
3	0	1	0.9740055799484253	0.9032502174377441	1.0742217302322388	0.9205648899078369
3	0	2	0.19444066286087036	0.9516251087188721	1.8028703927993774	0.9205648899078369
3	0	3	0.2771415412425995	0.9365079402923584	2.2367725372314453	0.9205648899078369
3	0	4	0.19763965904712677	0.9493575096130371	2.279637575149536	0.9214474558830261
3	0	5	0.1365266889333725	0.9622070789337158	1.0183557271957397	0.9232127070426941
3	0	6	0.12086911499500275	0.9705215692520142	0.5850961804389954	0.9320388436317444
3	0	7	0.08493304252624512	0.9716553092002869	0.32230672240257263	0.948808491230011
3	0	8	0.08100514113903046	0.9739229083061218	0.28523018956184387	0.9505736827850342
3	0	9	0.07508555799722672	0.9795918464660645	0.21012362837791443	0.9576346278190613
3	0	10	0.06380334496498108	0.9826152920722961	0.16723443567752838	0.969991147518158
3	0	11	0.056255221366882324	0.9826152920722961	0.22182895243167877	0.9691085815429688
3	0	12	0.07674791663885117	0.9795918464660645	0.34081587195396423	0.9576346278190613
3	0	13	0.06601572036743164	0.9829931855201721	0.2744312882423401	0.9593998193740845
3	0	14	0.05345940962433815	0.9841269850730896	0.21361121535301208	0.9708737730979919
3	0	15	0.04823468625545502	0.9863945841789246	0.14874078333377838	0.9735216498374939
3	0	16	0.026676304638385773	0.9897959232330322	0.25352466106414795	0.9717563986778259
4	0	1	1.0912911891937256	0.8805744647979736	2.5120692253112793	0.08384819328784943
4	0	2	0.34622442722320557	0.9191232323646545	2.363513231277466	0.07943512499332428
4	0	3	0.3183138966560364	0.920634925365448	0.8329772353172302	0.5728155374526978
4	0	4	0.3145351707935333	0.920634925365448	0.3351696729660034	0.895851731300354
4	0	5	0.3050059676170349	0.920634925365448	0.27556440234184265	0.918799638748169
4	0	6	0.2789716124534607	0.9195011258125305	0.30740121006965637	0.9214474558830261
4	0	7	0.2294997274875641	0.9285714030265808	0.6022017002105713	0.9214474558830261
4	0	8	0.22606132924556732	0.9312169551849365	0.2636023759841919	0.9249779582023621
4	0	9	0.20280690491199493	0.9353741407394409	0.2208453267812729	0.9285084009170532
4	0	10	0.19309665262699127	0.9417989253997803	0.1951502561569214	0.9338040351867676
4	0	11	0.14479215443134308	0.9535147547721863	0.4861410856246948	0.6831421256065369
4	0	12	0.11499805748462677	0.9618291854858398	0.30525922775268555	0.8693733215332031
4	0	13	0.09807644784450531	0.9674981236457825	0.15599098801612854	0.9558693766593933
4	0	14	0.10906193405389786	0.9656084775924683	0.14143064618110657	0.9602824449539185
4	0	15	0.09932087361812592	0.9690098166465759	0.33492958545684814	0.947925865650177
